action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19057930,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '13.11', 'le': '0.25', 'lle': '1.95', 'sei': '8.25'}",CHEMBL4452137,,CHEMBL4452137,7.55,0,http://www.openphacts.org/units/Nanomolar,3179699,=,1,1,=,,IC50,nM,,28.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.028
,,19057931,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3CC)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '13.53', 'le': '0.26', 'lle': '2.56', 'sei': '8.30'}",CHEMBL4464232,,CHEMBL4464232,7.60,0,http://www.openphacts.org/units/Nanomolar,3179700,=,1,1,=,,IC50,nM,,25.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.025
,,19057932,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3ncccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.92', 'le': '0.25', 'lle': '2.59', 'sei': '6.97'}",CHEMBL4467518,,CHEMBL4467518,7.28,0,http://www.openphacts.org/units/Nanomolar,3179701,=,1,1,=,,IC50,nM,,53.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.053
,,19057933,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccnn3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.07', 'le': '0.23', 'lle': '2.71', 'sei': '6.09'}",CHEMBL4528930,,CHEMBL4528930,6.66,0,http://www.openphacts.org/units/Nanomolar,3179702,=,1,1,=,,IC50,nM,,218.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.218
,,19057934,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3scnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.65', 'le': '0.25', 'lle': '2.45', 'sei': '6.89'}",CHEMBL4573279,,CHEMBL4573279,7.20,0,http://www.openphacts.org/units/Nanomolar,3179703,=,1,1,=,,IC50,nM,,63.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.063
,,19057935,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cnn3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.18', 'le': '0.24', 'lle': '2.65', 'sei': '6.30'}",CHEMBL4516179,,CHEMBL4516179,6.90,0,http://www.openphacts.org/units/Nanomolar,3179704,=,1,1,=,,IC50,nM,,127.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.127
,,19057936,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.23', 'le': '0.23', 'lle': '1.91', 'sei': '7.32'}",CHEMBL4458945,,CHEMBL4458945,6.70,0,http://www.openphacts.org/units/Nanomolar,3179705,=,1,1,=,,IC50,nM,,199.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.199
,,19057937,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(CC)cccc3CC)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.92', 'le': '0.25', 'lle': '2.15', 'sei': '8.13'}",CHEMBL4554946,,CHEMBL4554946,7.44,0,http://www.openphacts.org/units/Nanomolar,3179706,=,1,1,=,,IC50,nM,,36.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.036
,,19057938,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C4CC4)ncnc3C3CC3)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.36', 'le': '0.24', 'lle': '2.73', 'sei': '6.34'}",CHEMBL4588277,,CHEMBL4588277,7.44,0,http://www.openphacts.org/units/Nanomolar,3179707,=,1,1,=,,IC50,nM,,36.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.036
,,19057939,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.54', 'le': '0.24', 'lle': '2.39', 'sei': '6.48'}",CHEMBL4434842,,CHEMBL4434842,7.60,0,http://www.openphacts.org/units/Nanomolar,3179708,=,1,1,=,,IC50,nM,,25.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.025
,,19057940,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '13.79', 'le': '0.27', 'lle': '2.96', 'sei': '7.62'}",CHEMBL4539214,,CHEMBL4539214,7.96,0,http://www.openphacts.org/units/Nanomolar,3179709,=,1,1,=,,IC50,nM,,11.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.011
,,19057941,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ccnc3C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.45', 'le': '0.24', 'lle': '2.19', 'sei': '6.88'}",CHEMBL4578214,,CHEMBL4578214,7.19,0,http://www.openphacts.org/units/Nanomolar,3179710,=,1,1,=,,IC50,nM,,65.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.065
,,19057942,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.84', 'le': '0.25', 'lle': '3.03', 'sei': '6.32'}",CHEMBL4527861,,CHEMBL4527861,7.42,0,http://www.openphacts.org/units/Nanomolar,3179711,=,1,1,=,,IC50,nM,,38.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.038
,,19057943,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.59', 'le': '0.23', 'lle': '1.96', 'sei': '7.70'}",CHEMBL4452622,,CHEMBL4452622,7.05,0,http://www.openphacts.org/units/Nanomolar,3179712,=,1,1,=,,IC50,nM,,90.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.09
,,19057944,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.79', 'le': '0.24', 'lle': '2.69', 'sei': '6.86'}",CHEMBL4535757,SOTORASIB,CHEMBL4535757,7.17,0,http://www.openphacts.org/units/Nanomolar,3179713,=,1,1,=,,IC50,nM,,68.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.068
,,19057945,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ccnc3C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.21', 'le': '0.23', 'lle': '2.37', 'sei': '6.56'}",CHEMBL4458041,,CHEMBL4458041,6.85,0,http://www.openphacts.org/units/Nanomolar,3179714,=,1,1,=,,IC50,nM,,142.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.142
,,19057946,[],CHEMBL4357259,Inhibition of KRAS in human MIAPaca2 cells assessed as decrease in EGF-stimulated ERK1/2 phosphorylation preincubated for 2 hrs followed by EGF stimulation,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,,,CHEMBL4354832,J Med Chem,2020,"{'bei': '12.27', 'le': '0.23', 'lle': '3.01', 'sei': '5.87'}",CHEMBL4441771,,CHEMBL4441771,6.89,0,http://www.openphacts.org/units/Nanomolar,3179715,=,1,1,=,,IC50,nM,,128.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.128
,,19100451,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2ccc3cc(Br)ccc32)C1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL4364340,ACS Med Chem Lett,2019,,CHEMBL4525691,,CHEMBL4525691,,0,http://www.openphacts.org/units/Nanomolar,3186557,>,1,1,>,,IC50,nM,,250000.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,250.0
,,19100452,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '11.23', 'le': '0.24', 'lle': '3.08', 'sei': '7.39'}",CHEMBL4444447,,CHEMBL4444447,6.20,0,http://www.openphacts.org/units/Nanomolar,3186558,=,1,1,=,,IC50,nM,,638.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.638
,,19100453,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)NCc3ccccc3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '9.79', 'le': '0.21', 'lle': '2.00', 'sei': '5.81'}",CHEMBL4455193,,CHEMBL4455193,4.85,0,http://www.openphacts.org/units/Nanomolar,3186559,=,1,1,=,,IC50,nM,,14200.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,14.2
,,19100454,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)NCCc3ccccc3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '10.54', 'le': '0.22', 'lle': '2.48', 'sei': '6.44'}",CHEMBL4569400,,CHEMBL4569400,5.37,0,http://www.openphacts.org/units/Nanomolar,3186560,=,1,1,=,,IC50,nM,,4260.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,4.26
,,19100455,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N(C)Cc3ccccc3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '10.17', 'le': '0.21', 'lle': '1.99', 'sei': '6.94'}",CHEMBL4522790,,CHEMBL4522790,5.18,0,http://www.openphacts.org/units/Nanomolar,3186561,=,1,1,=,,IC50,nM,,6630.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,6.63
,,19100456,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4ccccc4C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '11.31', 'le': '0.24', 'lle': '2.78', 'sei': '7.90'}",CHEMBL4476533,,CHEMBL4476533,5.90,0,http://www.openphacts.org/units/Nanomolar,3186562,=,1,1,=,,IC50,nM,,1270.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,1.27
,,19100457,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4cc(F)ccc4C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '10.87', 'le': '0.23', 'lle': '2.61', 'sei': '7.85'}",CHEMBL4456127,,CHEMBL4456127,5.86,0,http://www.openphacts.org/units/Nanomolar,3186563,=,1,1,=,,IC50,nM,,1370.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,1.37
,,19100458,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(F)cccc4C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '10.52', 'le': '0.22', 'lle': '2.42', 'sei': '7.60'}",CHEMBL4466759,,CHEMBL4466759,5.67,0,http://www.openphacts.org/units/Nanomolar,3186564,=,1,1,=,,IC50,nM,,2120.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,2.12
,,19100459,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4cc(Cl)ccc4C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '10.25', 'le': '0.22', 'lle': '1.93', 'sei': '7.63'}",CHEMBL4435858,,CHEMBL4435858,5.70,0,http://www.openphacts.org/units/Nanomolar,3186565,=,1,1,=,,IC50,nM,,2000.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,2.0
,,19100460,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(Cl)cccc4C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '10.60', 'le': '0.23', 'lle': '2.12', 'sei': '7.89'}",CHEMBL4570206,,CHEMBL4570206,5.89,0,http://www.openphacts.org/units/Nanomolar,3186566,=,1,1,=,,IC50,nM,,1290.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,1.29
,,19100461,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '11.54', 'le': '0.24', 'lle': '3.09', 'sei': '7.78'}",CHEMBL4520093,,CHEMBL4520093,6.52,0,http://www.openphacts.org/units/Nanomolar,3186567,=,1,1,=,,IC50,nM,,299.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.299
,,19100462,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2c(C3CC3)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '11.59', 'le': '0.24', 'lle': '2.86', 'sei': '8.17'}",CHEMBL4579956,,CHEMBL4579956,6.86,0,http://www.openphacts.org/units/Nanomolar,3186568,=,1,1,=,,IC50,nM,,139.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.139
,,19100463,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2cc(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)cc(C)c32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '11.95', 'le': '0.25', 'lle': '3.33', 'sei': '8.06'}",CHEMBL4457550,,CHEMBL4457550,6.76,0,http://www.openphacts.org/units/Nanomolar,3186569,=,1,1,=,,IC50,nM,,174.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.174
,,19100464,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Br)cc(C)c32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '12.01', 'le': '0.25', 'lle': '3.22', 'sei': '8.30'}",CHEMBL4541628,,CHEMBL4541628,6.96,0,http://www.openphacts.org/units/Nanomolar,3186570,=,1,1,=,,IC50,nM,,109.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.109
,,19100465,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)ccc32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '12.35', 'le': '0.24', 'lle': '3.11', 'sei': '7.67'}",CHEMBL4573277,,CHEMBL4573277,6.43,0,http://www.openphacts.org/units/Nanomolar,3186571,=,1,1,=,,IC50,nM,,369.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.369
,,19100466,[],CHEMBL4368372,Inhibition of GDP bound N terminal His-tagged KRAS G12C/C118A mutant (unknown origin) (1 to 169 residues) assessed as reduction in SOS-mediated guanine nucleotide exchange preincubated for 2 hrs followed by addition of SOS and GTP and measured after 1 hr by alphascreen assay,B,P01116,"G12C,C118A",BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CC(NC(=O)Cn2c(C)c(C(=O)N3CCc4c(cccc4OC)C3)c3cc(Cl)cc(C)c32)C1,,,CHEMBL4364340,ACS Med Chem Lett,2019,"{'bei': '12.75', 'le': '0.25', 'lle': '3.19', 'sei': '8.14'}",CHEMBL4591653,,CHEMBL4591653,6.82,0,http://www.openphacts.org/units/Nanomolar,3186572,=,1,1,=,,IC50,nM,,150.0,CHEMBL2189121,Homo sapiens,GTPase KRas,9606,,,IC50,uM,UO_0000065,,0.15
